2025-11-13 22:49:01,416 [INFO] offlline_simulations: 2025-11-13 22:49:24 | Window=0 | Trial=1 | tx_power_dbm=29.62 | obss_pd_dbm=-73.81 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:16,198 [INFO] offlline_simulations: 2025-11-14 17:04:21 | Window=6 | Trial=22 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=107.749 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:17,243 [INFO] offlline_simulations: 2025-11-14 17:04:34 | Window=6 | Trial=23 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=107.749 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:18,601 [INFO] offlline_simulations: 2025-11-14 17:04:50 | Window=6 | Trial=24 | tx_power_dbm=25.98 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:20,150 [INFO] offlline_simulations: 2025-11-14 17:05:09 | Window=6 | Trial=25 | tx_power_dbm=25.99 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:20:21,653 [INFO] offlline_simulations: 2025-11-14 17:05:27 | Window=6 | Trial=26 | tx_power_dbm=25.95 | obss_pd_dbm=-71.10 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.515 | Client_flags=0.000
2025-11-14 00:20:24,088 [INFO] offlline_simulations: 2025-11-14 17:05:56 | Window=6 | Trial=27 | tx_power_dbm=25.99 | obss_pd_dbm=-71.49 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.452 | Client_flags=0.000
2025-11-14 00:20:27,145 [INFO] offlline_simulations: 2025-11-14 17:06:33 | Window=6 | Trial=28 | tx_power_dbm=25.99 | obss_pd_dbm=-71.58 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.449 | Client_flags=0.000
2025-11-14 00:20:30,981 [INFO] offlline_simulations: 2025-11-14 17:07:19 | Window=6 | Trial=29 | tx_power_dbm=25.99 | obss_pd_dbm=-71.62 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.447 | Client_flags=0.000
2025-11-14 00:20:34,038 [INFO] offlline_simulations: 2025-11-14 17:07:55 | Window=6 | Trial=30 | tx_power_dbm=25.99 | obss_pd_dbm=-71.66 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.446 | Client_flags=0.000
2025-11-14 00:20:36,631 [INFO] offlline_simulations: 2025-11-14 17:08:26 | Window=6 | Trial=31 | tx_power_dbm=26.00 | obss_pd_dbm=-71.72 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.445 | Client_flags=0.000
2025-11-14 00:20:38,890 [INFO] offlline_simulations: 2025-11-14 17:08:53 | Window=6 | Trial=32 | tx_power_dbm=26.00 | obss_pd_dbm=-71.80 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.444 | Client_flags=0.000
2025-11-14 00:20:41,371 [INFO] offlline_simulations: 2025-11-14 17:09:23 | Window=6 | Trial=33 | tx_power_dbm=26.00 | obss_pd_dbm=-71.93 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.444 | Client_flags=0.000
2025-11-14 00:20:44,614 [INFO] offlline_simulations: 2025-11-14 17:10:02 | Window=6 | Trial=34 | tx_power_dbm=26.00 | obss_pd_dbm=-72.09 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.444 | Client_flags=0.000
2025-11-14 00:20:46,880 [INFO] offlline_simulations: 2025-11-14 17:10:29 | Window=6 | Trial=35 | tx_power_dbm=26.00 | obss_pd_dbm=-72.36 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.443 | Client_flags=0.000
2025-11-14 00:20:49,273 [INFO] offlline_simulations: 2025-11-14 17:10:58 | Window=6 | Trial=36 | tx_power_dbm=26.00 | obss_pd_dbm=-72.66 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.444 | Client_flags=0.000
2025-11-14 00:20:52,153 [INFO] offlline_simulations: 2025-11-14 17:11:33 | Window=6 | Trial=37 | tx_power_dbm=26.00 | obss_pd_dbm=-72.95 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.444 | Client_flags=0.000
2025-11-14 00:20:53,960 [INFO] offlline_simulations: 2025-11-14 17:11:54 | Window=6 | Trial=38 | tx_power_dbm=26.00 | obss_pd_dbm=-73.17 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.444 | Client_flags=0.000
2025-11-14 00:20:54,921 [INFO] offlline_simulations: 2025-11-14 17:12:06 | Window=6 | Trial=39 | tx_power_dbm=26.00 | obss_pd_dbm=-73.34 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.444 | Client_flags=0.000
2025-11-14 00:20:56,291 [INFO] offlline_simulations: 2025-11-14 17:12:22 | Window=6 | Trial=40 | tx_power_dbm=26.00 | obss_pd_dbm=-73.48 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.443 | Client_flags=0.000
2025-11-14 00:20:58,010 [INFO] offlline_simulations: 2025-11-14 17:12:43 | Window=6 | Trial=41 | tx_power_dbm=26.00 | obss_pd_dbm=-73.60 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.443 | Client_flags=0.000
2025-11-14 00:20:58,969 [INFO] offlline_simulations: 2025-11-14 17:12:54 | Window=6 | Trial=42 | tx_power_dbm=25.33 | obss_pd_dbm=-71.76 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=3.286 | Client_flags=0.000
2025-11-14 00:21:00,362 [INFO] offlline_simulations: 2025-11-14 17:13:11 | Window=6 | Trial=43 | tx_power_dbm=26.00 | obss_pd_dbm=-73.51 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.443 | Client_flags=0.000
2025-11-14 00:21:01,491 [INFO] offlline_simulations: 2025-11-14 17:13:25 | Window=6 | Trial=44 | tx_power_dbm=25.28 | obss_pd_dbm=-71.95 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=3.778 | Client_flags=0.000
2025-11-14 00:21:02,675 [INFO] offlline_simulations: 2025-11-14 17:13:39 | Window=6 | Trial=45 | tx_power_dbm=25.34 | obss_pd_dbm=-72.19 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=3.172 | Client_flags=0.000
2025-11-14 00:21:04,427 [INFO] offlline_simulations: 2025-11-14 17:14:00 | Window=6 | Trial=46 | tx_power_dbm=25.39 | obss_pd_dbm=-72.54 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=2.727 | Client_flags=0.000
2025-11-14 00:21:05,301 [INFO] offlline_simulations: 2025-11-14 17:14:10 | Window=6 | Trial=47 | tx_power_dbm=25.44 | obss_pd_dbm=-72.94 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=2.382 | Client_flags=0.000
2025-11-14 00:21:06,072 [INFO] offlline_simulations: 2025-11-14 17:14:20 | Window=6 | Trial=48 | tx_power_dbm=25.47 | obss_pd_dbm=-73.30 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=2.173 | Client_flags=0.000
2025-11-14 00:21:06,836 [INFO] offlline_simulations: 2025-11-14 17:14:29 | Window=6 | Trial=49 | tx_power_dbm=25.49 | obss_pd_dbm=-73.62 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=2.104 | Client_flags=0.000
2025-11-14 00:21:08,252 [INFO] offlline_simulations: 2025-11-14 17:14:46 | Window=6 | Trial=50 | tx_power_dbm=25.40 | obss_pd_dbm=-74.22 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=2.708 | Client_flags=0.000
2025-11-14 00:34:25,215 [INFO] offlline_simulations: 2025-11-14 19:54:09 | Window=7 | Trial=1 | tx_power_dbm=17.49 | obss_pd_dbm=-83.20 | ch_width=20 | Throughput_p50=0.016 | Retry_p95=99.900 | Client_flags=0.560
2025-11-14 00:34:25,462 [INFO] offlline_simulations: 2025-11-14 19:54:12 | Window=7 | Trial=2 | tx_power_dbm=21.98 | obss_pd_dbm=-72.79 | ch_width=20 | Throughput_p50=48.694 | Retry_p95=99.900 | Client_flags=0.080
2025-11-14 00:34:25,718 [INFO] offlline_simulations: 2025-11-14 19:54:15 | Window=7 | Trial=3 | tx_power_dbm=19.96 | obss_pd_dbm=-85.45 | ch_width=40 | Throughput_p50=44.086 | Retry_p95=99.900 | Client_flags=0.360
2025-11-14 00:34:26,007 [INFO] offlline_simulations: 2025-11-14 19:54:19 | Window=7 | Trial=4 | tx_power_dbm=22.78 | obss_pd_dbm=-66.90 | ch_width=40 | Throughput_p50=108.996 | Retry_p95=99.900 | Client_flags=0.080
2025-11-14 00:34:26,270 [INFO] offlline_simulations: 2025-11-14 19:54:22 | Window=7 | Trial=5 | tx_power_dbm=23.63 | obss_pd_dbm=-71.73 | ch_width=40 | Throughput_p50=141.453 | Retry_p95=80.989 | Client_flags=0.080
2025-11-14 00:34:26,567 [INFO] offlline_simulations: 2025-11-14 19:54:26 | Window=7 | Trial=6 | tx_power_dbm=22.63 | obss_pd_dbm=-93.28 | ch_width=40 | Throughput_p50=153.207 | Retry_p95=99.900 | Client_flags=0.200
2025-11-14 00:34:26,843 [INFO] offlline_simulations: 2025-11-14 19:54:29 | Window=7 | Trial=7 | tx_power_dbm=18.70 | obss_pd_dbm=-67.35 | ch_width=20 | Throughput_p50=120.749 | Retry_p95=99.900 | Client_flags=0.160
2025-11-14 00:34:27,123 [INFO] offlline_simulations: 2025-11-14 19:54:32 | Window=7 | Trial=8 | tx_power_dbm=24.30 | obss_pd_dbm=-86.91 | ch_width=20 | Throughput_p50=68.821 | Retry_p95=39.250 | Client_flags=0.040
2025-11-14 00:34:27,383 [INFO] offlline_simulations: 2025-11-14 19:54:35 | Window=7 | Trial=9 | tx_power_dbm=28.57 | obss_pd_dbm=-62.45 | ch_width=40 | Throughput_p50=110.360 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:27,667 [INFO] offlline_simulations: 2025-11-14 19:54:39 | Window=7 | Trial=10 | tx_power_dbm=28.56 | obss_pd_dbm=-64.20 | ch_width=40 | Throughput_p50=142.817 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:28,790 [INFO] offlline_simulations: 2025-11-14 19:54:52 | Window=7 | Trial=11 | tx_power_dbm=25.81 | obss_pd_dbm=-92.47 | ch_width=20 | Throughput_p50=145.414 | Retry_p95=1.008 | Client_flags=0.040
2025-11-14 00:34:29,781 [INFO] offlline_simulations: 2025-11-14 19:55:04 | Window=7 | Trial=12 | tx_power_dbm=25.89 | obss_pd_dbm=-95.00 | ch_width=20 | Throughput_p50=96.084 | Retry_p95=0.776 | Client_flags=0.040
2025-11-14 00:34:30,638 [INFO] offlline_simulations: 2025-11-14 19:55:14 | Window=7 | Trial=13 | tx_power_dbm=25.65 | obss_pd_dbm=-65.34 | ch_width=20 | Throughput_p50=63.626 | Retry_p95=1.271 | Client_flags=0.000
2025-11-14 00:34:32,222 [INFO] offlline_simulations: 2025-11-14 19:55:33 | Window=7 | Trial=14 | tx_power_dbm=25.97 | obss_pd_dbm=-91.16 | ch_width=20 | Throughput_p50=63.626 | Retry_p95=0.604 | Client_flags=0.040
2025-11-14 00:34:33,132 [INFO] offlline_simulations: 2025-11-14 19:55:44 | Window=7 | Trial=15 | tx_power_dbm=25.80 | obss_pd_dbm=-95.00 | ch_width=40 | Throughput_p50=79.211 | Retry_p95=1.062 | Client_flags=0.040
2025-11-14 00:34:34,064 [INFO] offlline_simulations: 2025-11-14 19:55:56 | Window=7 | Trial=16 | tx_power_dbm=25.82 | obss_pd_dbm=-72.09 | ch_width=40 | Throughput_p50=111.668 | Retry_p95=0.772 | Client_flags=0.000
2025-11-14 00:34:35,419 [INFO] offlline_simulations: 2025-11-14 19:56:12 | Window=7 | Trial=17 | tx_power_dbm=25.95 | obss_pd_dbm=-67.03 | ch_width=40 | Throughput_p50=160.999 | Retry_p95=0.519 | Client_flags=0.000
2025-11-14 00:34:36,887 [INFO] offlline_simulations: 2025-11-14 19:56:29 | Window=7 | Trial=18 | tx_power_dbm=25.54 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:37,787 [INFO] offlline_simulations: 2025-11-14 19:56:40 | Window=7 | Trial=19 | tx_power_dbm=25.25 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:38,622 [INFO] offlline_simulations: 2025-11-14 19:56:50 | Window=7 | Trial=20 | tx_power_dbm=25.14 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:39,627 [INFO] offlline_simulations: 2025-11-14 19:57:02 | Window=7 | Trial=21 | tx_power_dbm=25.17 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:40,453 [INFO] offlline_simulations: 2025-11-14 19:57:12 | Window=7 | Trial=22 | tx_power_dbm=25.24 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:41,308 [INFO] offlline_simulations: 2025-11-14 19:57:22 | Window=7 | Trial=23 | tx_power_dbm=25.54 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:42,203 [INFO] offlline_simulations: 2025-11-14 19:57:33 | Window=7 | Trial=24 | tx_power_dbm=24.96 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:43,025 [INFO] offlline_simulations: 2025-11-14 19:57:43 | Window=7 | Trial=25 | tx_power_dbm=25.54 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:43,855 [INFO] offlline_simulations: 2025-11-14 19:57:53 | Window=7 | Trial=26 | tx_power_dbm=25.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:44,596 [INFO] offlline_simulations: 2025-11-14 19:58:02 | Window=7 | Trial=27 | tx_power_dbm=25.52 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:45,521 [INFO] offlline_simulations: 2025-11-14 19:58:13 | Window=7 | Trial=28 | tx_power_dbm=25.04 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:46,890 [INFO] offlline_simulations: 2025-11-14 19:58:29 | Window=7 | Trial=29 | tx_power_dbm=25.50 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:47,776 [INFO] offlline_simulations: 2025-11-14 19:58:40 | Window=7 | Trial=30 | tx_power_dbm=25.07 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:48,700 [INFO] offlline_simulations: 2025-11-14 19:58:51 | Window=7 | Trial=31 | tx_power_dbm=25.48 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:49,482 [INFO] offlline_simulations: 2025-11-14 19:59:01 | Window=7 | Trial=32 | tx_power_dbm=25.10 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:50,344 [INFO] offlline_simulations: 2025-11-14 19:59:11 | Window=7 | Trial=33 | tx_power_dbm=25.46 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:51,097 [INFO] offlline_simulations: 2025-11-14 19:59:20 | Window=7 | Trial=34 | tx_power_dbm=25.13 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:51,962 [INFO] offlline_simulations: 2025-11-14 19:59:30 | Window=7 | Trial=35 | tx_power_dbm=25.44 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:52,852 [INFO] offlline_simulations: 2025-11-14 19:59:41 | Window=7 | Trial=36 | tx_power_dbm=25.15 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:53,759 [INFO] offlline_simulations: 2025-11-14 19:59:52 | Window=7 | Trial=37 | tx_power_dbm=25.43 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:54,532 [INFO] offlline_simulations: 2025-11-14 20:00:01 | Window=7 | Trial=38 | tx_power_dbm=25.19 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:55,385 [INFO] offlline_simulations: 2025-11-14 20:00:11 | Window=7 | Trial=39 | tx_power_dbm=25.43 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:56,284 [INFO] offlline_simulations: 2025-11-14 20:00:22 | Window=7 | Trial=40 | tx_power_dbm=25.37 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:34:58,852 [INFO] offlline_simulations: 2025-11-14 20:00:53 | Window=7 | Trial=41 | tx_power_dbm=25.98 | obss_pd_dbm=-80.00 | ch_width=40 | Throughput_p50=168.791 | Retry_p95=0.604 | Client_flags=0.040
2025-11-14 00:35:00,767 [INFO] offlline_simulations: 2025-11-14 20:01:16 | Window=7 | Trial=42 | tx_power_dbm=25.98 | obss_pd_dbm=-80.99 | ch_width=20 | Throughput_p50=123.357 | Retry_p95=0.596 | Client_flags=0.040
2025-11-14 00:35:02,730 [INFO] offlline_simulations: 2025-11-14 20:01:40 | Window=7 | Trial=43 | tx_power_dbm=25.99 | obss_pd_dbm=-77.29 | ch_width=40 | Throughput_p50=101.718 | Retry_p95=0.574 | Client_flags=0.040
2025-11-14 00:35:04,853 [INFO] offlline_simulations: 2025-11-14 20:02:05 | Window=7 | Trial=44 | tx_power_dbm=25.99 | obss_pd_dbm=-82.86 | ch_width=40 | Throughput_p50=93.926 | Retry_p95=0.576 | Client_flags=0.040
2025-11-14 00:35:06,470 [INFO] offlline_simulations: 2025-11-14 20:02:24 | Window=7 | Trial=45 | tx_power_dbm=25.31 | obss_pd_dbm=-63.37 | ch_width=40 | Throughput_p50=139.361 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:35:09,625 [INFO] offlline_simulations: 2025-11-14 20:03:02 | Window=7 | Trial=46 | tx_power_dbm=25.99 | obss_pd_dbm=-69.19 | ch_width=40 | Throughput_p50=160.999 | Retry_p95=0.447 | Client_flags=0.000
2025-11-14 00:35:12,059 [INFO] offlline_simulations: 2025-11-14 20:03:31 | Window=7 | Trial=47 | tx_power_dbm=25.29 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:35:13,946 [INFO] offlline_simulations: 2025-11-14 20:03:54 | Window=7 | Trial=48 | tx_power_dbm=24.74 | obss_pd_dbm=-79.69 | ch_width=40 | Throughput_p50=128.541 | Retry_p95=16.991 | Client_flags=0.040
2025-11-14 00:35:15,844 [INFO] offlline_simulations: 2025-11-14 20:04:17 | Window=7 | Trial=49 | tx_power_dbm=25.99 | obss_pd_dbm=-69.39 | ch_width=20 | Throughput_p50=96.084 | Retry_p95=0.450 | Client_flags=0.000
2025-11-14 00:35:17,818 [INFO] offlline_simulations: 2025-11-14 20:04:41 | Window=7 | Trial=50 | tx_power_dbm=25.99 | obss_pd_dbm=-78.81 | ch_width=20 | Throughput_p50=85.265 | Retry_p95=0.563 | Client_flags=0.040
2025-11-14 00:49:36,675 [INFO] offlline_simulations: 2025-11-14 22:56:27 | Window=0 | Trial=1 | tx_power_dbm=21.47 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:37,457 [INFO] offlline_simulations: 2025-11-14 22:56:36 | Window=0 | Trial=2 | tx_power_dbm=21.47 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:38,368 [INFO] offlline_simulations: 2025-11-14 22:56:47 | Window=0 | Trial=3 | tx_power_dbm=22.08 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:39,335 [INFO] offlline_simulations: 2025-11-14 22:56:59 | Window=0 | Trial=4 | tx_power_dbm=21.46 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:40,190 [INFO] offlline_simulations: 2025-11-14 22:57:09 | Window=0 | Trial=5 | tx_power_dbm=21.46 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:41,271 [INFO] offlline_simulations: 2025-11-14 22:57:22 | Window=0 | Trial=6 | tx_power_dbm=21.47 | obss_pd_dbm=-62.80 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=67.468 | Client_flags=0.080
2025-11-14 00:49:42,389 [INFO] offlline_simulations: 2025-11-14 22:57:35 | Window=0 | Trial=7 | tx_power_dbm=21.56 | obss_pd_dbm=-64.53 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=99.900 | Client_flags=0.160
2025-11-14 00:49:43,135 [INFO] offlline_simulations: 2025-11-14 22:57:44 | Window=0 | Trial=8 | tx_power_dbm=29.19 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:44,158 [INFO] offlline_simulations: 2025-11-14 22:57:57 | Window=0 | Trial=9 | tx_power_dbm=21.49 | obss_pd_dbm=-62.68 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.040
2025-11-14 00:49:44,998 [INFO] offlline_simulations: 2025-11-14 22:58:07 | Window=0 | Trial=10 | tx_power_dbm=22.10 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:45,992 [INFO] offlline_simulations: 2025-11-14 22:58:19 | Window=0 | Trial=11 | tx_power_dbm=30.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:46,686 [INFO] offlline_simulations: 2025-11-14 22:58:27 | Window=0 | Trial=12 | tx_power_dbm=30.00 | obss_pd_dbm=-90.25 | ch_width=20 | Throughput_p50=151.468 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:47,424 [INFO] offlline_simulations: 2025-11-14 22:58:36 | Window=0 | Trial=13 | tx_power_dbm=30.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=151.468 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:48,309 [INFO] offlline_simulations: 2025-11-14 22:58:46 | Window=0 | Trial=14 | tx_power_dbm=21.53 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=151.468 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:48,970 [INFO] offlline_simulations: 2025-11-14 22:58:54 | Window=0 | Trial=15 | tx_power_dbm=30.00 | obss_pd_dbm=-92.26 | ch_width=40 | Throughput_p50=173.107 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:49,801 [INFO] offlline_simulations: 2025-11-14 22:59:04 | Window=0 | Trial=16 | tx_power_dbm=22.18 | obss_pd_dbm=-73.72 | ch_width=40 | Throughput_p50=173.107 | Retry_p95=99.900 | Client_flags=0.080
2025-11-14 00:49:50,566 [INFO] offlline_simulations: 2025-11-14 22:59:14 | Window=0 | Trial=17 | tx_power_dbm=30.00 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=140.649 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:51,429 [INFO] offlline_simulations: 2025-11-14 22:59:24 | Window=0 | Trial=18 | tx_power_dbm=22.10 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:52,581 [INFO] offlline_simulations: 2025-11-14 22:59:38 | Window=0 | Trial=19 | tx_power_dbm=21.44 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:53,299 [INFO] offlline_simulations: 2025-11-14 22:59:46 | Window=0 | Trial=20 | tx_power_dbm=30.00 | obss_pd_dbm=-73.91 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:54,158 [INFO] offlline_simulations: 2025-11-14 22:59:57 | Window=0 | Trial=21 | tx_power_dbm=22.21 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:55,213 [INFO] offlline_simulations: 2025-11-14 23:00:09 | Window=0 | Trial=22 | tx_power_dbm=17.00 | obss_pd_dbm=-91.86 | ch_width=40 | Throughput_p50=129.840 | Retry_p95=99.900 | Client_flags=0.640
2025-11-14 00:49:56,213 [INFO] offlline_simulations: 2025-11-14 23:00:21 | Window=0 | Trial=23 | tx_power_dbm=22.21 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=129.840 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:57,387 [INFO] offlline_simulations: 2025-11-14 23:00:35 | Window=0 | Trial=24 | tx_power_dbm=30.00 | obss_pd_dbm=-92.28 | ch_width=40 | Throughput_p50=108.202 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:49:58,442 [INFO] offlline_simulations: 2025-11-14 23:00:48 | Window=0 | Trial=25 | tx_power_dbm=21.64 | obss_pd_dbm=-68.07 | ch_width=40 | Throughput_p50=173.107 | Retry_p95=99.900 | Client_flags=0.160
2025-11-14 00:49:59,504 [INFO] offlline_simulations: 2025-11-14 23:01:01 | Window=0 | Trial=26 | tx_power_dbm=21.68 | obss_pd_dbm=-70.14 | ch_width=40 | Throughput_p50=173.107 | Retry_p95=99.900 | Client_flags=0.160
2025-11-14 00:50:00,539 [INFO] offlline_simulations: 2025-11-14 23:01:13 | Window=0 | Trial=27 | tx_power_dbm=30.00 | obss_pd_dbm=-78.60 | ch_width=20 | Throughput_p50=151.468 | Retry_p95=0.100 | Client_flags=0.000
2025-11-14 00:50:01,338 [INFO] offlline_simulations: 2025-11-14 23:01:23 | Window=0 | Trial=28 | tx_power_dbm=30.00 | obss_pd_dbm=-68.10 | ch_width=40 | Throughput_p50=151.468 | Retry_p95=0.100 | Client_flags=0.000
