"No.","Time","Source","Destination","Protocol","Length","Info","rssi"
"26466","47.286620","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2560, FN=0, Flags=.p....F.",""
"26467","47.286693","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26468","47.286964","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2561, FN=0, Flags=.p....F.",""
"26469","47.287015","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26471","47.295580","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"26472","47.295551","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2562, FN=0, Flags=.p....F.",""
"26473","47.295793","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2563, FN=0, Flags=.p....F.",""
"26474","47.295840","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-50,-46,-83,-83"
"26476","47.301231","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2564, FN=0, Flags=.p....F.",""
"26477","47.301317","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26478","47.301568","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2565, FN=0, Flags=.p....F.",""
"26479","47.301621","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"26481","47.315349","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"26482","47.315317","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2566, FN=0, Flags=.p....F.",""
"26483","47.315548","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2567, FN=0, Flags=.p....F.",""
"26484","47.315604","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26486","47.330012","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2568, FN=0, Flags=.p....F.",""
"26487","47.330087","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-51,-46,-83,-83"
"26488","47.330354","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2569, FN=0, Flags=.p....F.",""
"26489","47.330407","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26490","47.330695","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2570, FN=0, Flags=.p....F.",""
"26491","47.330750","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26492","47.331190","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26493","47.331173","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2571, FN=0, Flags=.p....F.",""
"26496","47.349943","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"26497","47.349909","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2572, FN=0, Flags=.p....F.",""
"26498","47.350148","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2573, FN=0, Flags=.p....F.",""
"26499","47.350203","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26501","47.388583","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2574, FN=0, Flags=.p....F.",""
"26502","47.388663","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26503","47.388922","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2575, FN=0, Flags=.p....F.",""
"26504","47.388967","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26506","47.390760","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2576, FN=0, Flags=.p....F.",""
"26507","47.390829","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26508","47.391141","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2577, FN=0, Flags=.p....F.",""
"26509","47.391201","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26511","47.396546","ASUSTekCOMPU_a8:18:d4","Broadcast","802.11","73","Data, SN=3257, FN=0, Flags=.p....F.",""
"26512","47.398579","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2578, FN=0, Flags=.p....F.",""
"26513","47.398649","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26514","47.398921","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2579, FN=0, Flags=.p....F.",""
"26515","47.398967","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26517","47.411196","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"26518","47.411164","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2580, FN=0, Flags=.p....F.",""
"26519","47.411399","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2581, FN=0, Flags=.p....F.",""
"26520","47.411451","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"26522","47.418338","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2582, FN=0, Flags=.p....F.",""
"26523","47.418414","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"26524","47.418670","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2583, FN=0, Flags=.p....F.",""
"26525","47.418715","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26527","47.432164","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2584, FN=0, Flags=.p....F.",""
"26528","47.432227","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"26529","47.432505","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2585, FN=0, Flags=.p....F.",""
"26530","47.432550","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"26532","47.438100","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2586, FN=0, Flags=.p....F.",""
"26533","47.438175","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"26534","47.438446","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2587, FN=0, Flags=.p....F.",""
"26535","47.438504","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"26536","47.438788","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2588, FN=0, Flags=.p....F.",""
"26537","47.438840","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26538","47.439160","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2589, FN=0, Flags=.p....F.",""
"26539","47.439310","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26542","47.457017","HuiZhouGaosh_ab:e8:d9","Broadcast","ARP","138","Who has 10.201.7.160? Tell 10.201.4.16","-78,-85,-84,-83,-83"
"26543","47.457833","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2590, FN=0, Flags=.p....F.",""
"26544","47.457898","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"26545","47.458175","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2591, FN=0, Flags=.p....F.",""
"26546","47.458226","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26547","47.458531","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2592, FN=0, Flags=.p....F.",""
"26548","47.458579","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-51,-47,-83,-83"
"26549","47.458971","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-51,-46,-83,-83"
"26550","47.458953","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2593, FN=0, Flags=.p....F.",""
"26553","47.473231","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2594, FN=0, Flags=.p....F.",""
"26554","47.473307","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26555","47.473583","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2595, FN=0, Flags=.p....F.",""
"26556","47.473662","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26558","47.477767","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2596, FN=0, Flags=.p....F.",""
"26559","47.477838","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"26560","47.478098","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2597, FN=0, Flags=.p....F.",""
"26561","47.478153","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26563","47.492281","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2598, FN=0, Flags=.p....F.",""
"26564","47.492360","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26565","47.492613","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2599, FN=0, Flags=.p....F.",""
"26566","47.492659","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26568","47.530368","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2600, FN=0, Flags=.p....F.",""
"26569","47.530449","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-45,-83,-83"
"26570","47.530698","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2601, FN=0, Flags=.p....F.",""
"26571","47.530749","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26573","47.533292","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2602, FN=0, Flags=.p....F.",""
"26574","47.533360","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"26575","47.533629","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2603, FN=0, Flags=.p....F.",""
"26576","47.533676","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26578","47.540318","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2604, FN=0, Flags=.p....F.",""
"26579","47.540393","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26580","47.540647","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2605, FN=0, Flags=.p....F.",""
"26581","47.540701","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26583","47.553714","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2606, FN=0, Flags=.p....F.",""
"26584","47.553794","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26585","47.554050","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2607, FN=0, Flags=.p....F.",""
"26586","47.554098","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26588","47.560085","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2608, FN=0, Flags=.p....F.",""
"26589","47.560171","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26590","47.560416","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2609, FN=0, Flags=.p....F.",""
"26591","47.560473","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26593","47.569987","HP_7e:91:eb","IPv4mcast_fb","802.11","187","Data, SN=2999, FN=0, Flags=.pm...F.","-80,-93,-88,-83,-83"
"26594","47.575726","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26595","47.575700","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2610, FN=0, Flags=.p....F.",""
"26596","47.575933","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2611, FN=0, Flags=.p....F.",""
"26597","47.575984","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-51,-46,-83,-83"
"26599","47.579985","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2612, FN=0, Flags=.p....F.",""
"26600","47.580058","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"26601","47.580318","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2613, FN=0, Flags=.p....F.",""
"26602","47.580368","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26604","47.584609","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2614, FN=0, Flags=.p....F.",""
"26605","47.584675","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"26606","47.584944","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2615, FN=0, Flags=.p....F.",""
"26607","47.584990","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26610","47.587967","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","109","Data, SN=1541, FN=0, Flags=.p....F.",""
"26611","47.588029","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-59,-83,-83"
"26612","47.600668","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2616, FN=0, Flags=.p....F.",""
"26613","47.600750","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26614","47.601781","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26615","47.601760","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2617, FN=0, Flags=.p....F.",""
"26616","47.602009","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2618, FN=0, Flags=.p....F.",""
"26617","47.602062","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26618","47.602355","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2619, FN=0, Flags=.p....F.",""
"26619","47.602404","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26622","47.618768","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2620, FN=0, Flags=.p....F.",""
"26623","47.618845","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26624","47.619110","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2621, FN=0, Flags=.p....F.",""
"26625","47.619157","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-45,-83,-83"
"26627","47.623882","10.201.3.185","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 ","-79,-89,-84,-83,-83"
"26628","47.624491","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-45,-83,-83"
"26629","47.624465","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2622, FN=0, Flags=.p....F.",""
"26630","47.624699","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2623, FN=0, Flags=.p....F.",""
"26631","47.624744","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-46,-46,-83,-83"
"26633","47.635465","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2624, FN=0, Flags=.p....F.",""
"26634","47.635540","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"26635","47.635801","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2625, FN=0, Flags=.p....F.",""
"26636","47.635856","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26638","47.646189","Qsc_05:67:f5","Broadcast","802.11","154","Data, SN=2517, FN=0, Flags=.pm...F.","-78,-86,-82,-83,-83"
"26639","47.648981","DallasSemico_34:53:a1","Broadcast","802.11","355","Data, SN=2518, FN=0, Flags=.pm...F.","-77,-84,-81,-83,-83"
"26640","47.672328","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2626, FN=0, Flags=.p....F.",""
"26641","47.672417","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-46,-45,-83,-83"
"26642","47.672652","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2627, FN=0, Flags=.p....F.",""
"26643","47.672704","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"26645","47.678031","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2628, FN=0, Flags=.p....F.",""
"26646","47.678102","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-45,-83,-83"
"26647","47.678365","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2629, FN=0, Flags=.p....F.",""
"26648","47.678410","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-45,-83,-83"
"26650","47.681978","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2630, FN=0, Flags=.p....F.",""
"26651","47.682052","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26652","47.682315","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2631, FN=0, Flags=.p....F.",""
"26653","47.682359","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26655","47.691970","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","85","Data, SN=1657, FN=0, Flags=.p....F.",""
"26656","47.692039","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-55,-57,-59,-83,-83"
"26657","47.696502","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"26658","47.696470","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2632, FN=0, Flags=.p....F.",""
"26659","47.696733","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2633, FN=0, Flags=.p....F.",""
"26660","47.696787","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"26662","47.701860","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2634, FN=0, Flags=.p....F.",""
"26663","47.701932","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"26664","47.702199","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2635, FN=0, Flags=.p....F.",""
"26665","47.702245","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"26667","47.718447","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2636, FN=0, Flags=.p....F.",""
"26668","47.718516","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26669","47.718784","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2637, FN=0, Flags=.p....F.",""
"26670","47.718831","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26672","47.721786","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2638, FN=0, Flags=.p....F.",""
"26673","47.721859","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26674","47.722244","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26675","47.722225","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2639, FN=0, Flags=.p....F.",""
"26677","47.727164","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2640, FN=0, Flags=.p....F.",""
"26678","47.727234","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"26679","47.727505","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2641, FN=0, Flags=.p....F.",""
"26680","47.727557","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26683","47.744387","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2642, FN=0, Flags=.p....F.",""
"26684","47.744472","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26685","47.744816","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2643, FN=0, Flags=.p....F.",""
"26686","47.744867","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"26687","47.745529","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2644, FN=0, Flags=.p....F.",""
"26688","47.745588","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26689","47.745873","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2645, FN=0, Flags=.p....F.",""
"26690","47.745919","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-50,-46,-83,-83"
"26693","47.761648","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2646, FN=0, Flags=.p....F.",""
"26694","47.761720","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26695","47.761988","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2647, FN=0, Flags=.p....F.",""
"26696","47.762034","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26698","47.766420","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2648, FN=0, Flags=.p....F.",""
"26699","47.766500","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"26700","47.766763","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2649, FN=0, Flags=.p....F.",""
"26701","47.766810","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"26703","47.780530","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-52,-46,-83,-83"
"26704","47.780501","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2650, FN=0, Flags=.p....F.",""
"26705","47.780744","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2651, FN=0, Flags=.p....F.",""
"26706","47.780787","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-51,-46,-83,-83"
"26708","47.789341","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","97","Data, SN=1542, FN=0, Flags=.p....F.",""
